,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit
6640,Eastern,West Bengal,Krishnanagar,6,Mosque,1728,2.7,4.9,228,No,Many,Recreational,Evening
6641,Northern,Maharashtra,Basti,2,Park,1894,4.6,4.7,374,Yes,Many,Scenic,Afternoon
6642,Southern,Kerala,Panipat,33,Market,1979,2.3,4.2,241,Yes,None,Local,Afternoon
6643,Eastern,Odisha,Rewari,24,Park,1856,3.8,3.0,456,No,Many,Scenic,Afternoon
6644,Eastern,Kerala,Rayagada,11,Garden,1750,2.9,5.0,403,Yes,Many,Recreational,Evening
6645,Western,West Bengal,Shivamogga,47,Beach,1501,2.3,4.5,374,Yes,None,Historical,Morning
6646,Eastern,Odisha,Kottayam,18,Garden,1599,4.1,4.8,371,No,None,Local,Morning
6647,Eastern,Uttar Pradesh,Idukki,3,Garden,1687,4.3,3.5,316,Yes,Many,Religious,Afternoon
6648,Northern,West Bengal,Amravati,28,Park,1640,2.8,3.6,435,Yes,Few,Recreational,Morning
6649,Eastern,West Bengal,Malda,3,Monument,1622,2.3,4.4,350,Yes,None,Local,Morning
6650,Northern,West Bengal,Morbi,16,Beach,1610,3.3,5.0,381,Yes,Few,Recreational,Afternoon
6651,Eastern,Gujarat,Etawah,43,Palace,1849,2.7,4.1,320,No,None,Historical,Evening
6652,Western,Kerala,Idukki,47,Palace,1872,2.5,3.2,466,No,None,Scenic,Morning
6653,Northern,Odisha,Mathura,10,Garden,1604,3.4,3.7,426,No,Few,Recreational,Evening
6654,Northern,Odisha,Gulbarga,5,Palace,1563,2.0,4.0,391,Yes,None,Scenic,Morning
6655,Western,West Bengal,Barasat,39,Beach,1925,3.4,3.3,340,Yes,None,Recreational,Morning
6656,Eastern,Kerala,Bargarh,20,Beach,1643,3.8,3.8,422,Yes,Few,Religious,Afternoon
6657,Western,West Bengal,Morbi,47,Park,1905,4.6,4.8,407,No,Many,Local,Morning
6658,Western,Kerala,Thrissur,37,Market,1906,3.5,3.5,452,Yes,Few,Local,Morning
6659,Southern,Odisha,Raichur,36,Garden,1992,2.7,4.6,201,Yes,None,Scenic,Morning
6660,Eastern,Maharashtra,Thrissur,49,Park,1766,2.4,4.0,303,Yes,None,Scenic,Evening
6661,Southern,Kerala,Palakkad,40,Monument,1909,3.8,3.2,273,Yes,Few,Local,Afternoon
6662,Western,Kerala,Jamnagar,37,Beach,1942,3.0,4.4,469,No,None,Historical,Morning
6663,Eastern,Delhi,Mehsana,35,Mosque,1991,4.2,3.8,379,Yes,Few,Historical,Morning
6664,Western,Karnataka,Thrissur,17,Mosque,1782,4.5,3.2,487,Yes,Few,Recreational,Morning
6665,Northern,Odisha,Valsad,45,Market,1687,3.2,3.4,204,Yes,None,Scenic,Afternoon
6666,Southern,Karnataka,Morbi,13,Market,1658,4.8,3.5,225,Yes,Many,Scenic,Afternoon
6667,Northern,Maharashtra,Panipat,21,Palace,1606,2.5,4.3,297,No,None,Recreational,Afternoon
6668,Western,Delhi,Rohtak,36,Beach,1643,2.2,4.2,429,No,Many,Local,Afternoon
6669,Eastern,Karnataka,Thrissur,29,Beach,1816,2.5,4.4,363,No,Many,Recreational,Afternoon
6670,Eastern,Maharashtra,Bardhaman,36,Palace,1712,4.1,3.1,356,Yes,None,Local,Afternoon
6671,Eastern,Delhi,Balasore,18,Market,1970,4.3,4.9,311,No,Few,Local,Afternoon
6672,Western,Uttar Pradesh,Brahmapur,20,Market,1587,3.1,4.2,318,No,Few,Local,Afternoon
6673,Northern,Gujarat,Chandrapur,40,Market,1502,4.9,4.0,452,No,Few,Recreational,Afternoon
6674,Southern,Delhi,Hisar,27,Palace,1707,4.8,3.2,488,No,Many,Scenic,Afternoon
6675,Northern,Odisha,Jamnagar,19,Mosque,1858,3.2,3.8,339,No,Many,Recreational,Evening
6676,Northern,Kerala,Amravati,11,Monument,2017,3.6,3.7,379,Yes,Many,Local,Evening
6677,Northern,West Bengal,Bahadurgarh,45,Monument,1796,4.4,5.0,471,No,Few,Recreational,Morning
6678,Southern,Delhi,Panipat,30,Park,1509,4.0,4.3,299,No,Few,Scenic,Morning
6679,Eastern,Kerala,Hassan,37,Garden,1542,2.3,4.8,320,Yes,None,Recreational,Afternoon
6680,Southern,Uttar Pradesh,Krishnanagar,18,Garden,1835,4.4,3.2,499,No,Many,Recreational,Afternoon
6681,Southern,Karnataka,Barasat,13,Garden,1613,4.4,3.9,437,No,Many,Religious,Morning
6682,Western,Maharashtra,Jhansi,26,Beach,1777,4.9,3.4,463,No,Few,Local,Morning
6683,Northern,Uttar Pradesh,Mysuru,43,Mosque,1892,2.6,3.1,494,Yes,Many,Historical,Evening
6684,Western,West Bengal,Mathura,42,Mosque,1653,4.5,3.4,363,No,Few,Religious,Evening
6685,Northern,Uttar Pradesh,Barasat,2,Market,1522,2.6,4.5,353,No,None,Historical,Afternoon
6686,Northern,Gujarat,Agra,16,Beach,1915,4.2,4.5,263,Yes,Many,Religious,Evening
6687,Western,Uttar Pradesh,Mysuru,4,Palace,1625,2.9,4.0,365,Yes,None,Recreational,Morning
6688,Southern,Maharashtra,Akola,44,Market,1895,4.8,4.1,455,Yes,Many,Scenic,Morning
6689,Northern,Uttar Pradesh,Amravati,29,Palace,1844,3.1,4.4,277,No,Few,Religious,Morning
6690,Southern,Uttar Pradesh,Etawah,26,Park,1971,2.9,3.1,230,No,None,Historical,Morning
6691,Western,West Bengal,Kasaragod,16,Monument,1548,4.7,3.6,278,Yes,None,Recreational,Morning
6692,Northern,Delhi,Pattamundai,48,Monument,1869,3.8,4.9,458,Yes,Many,Recreational,Morning
6693,Northern,West Bengal,Idukki,24,Palace,1782,4.9,4.7,322,No,Many,Local,Afternoon
6694,Western,Uttar Pradesh,Basti,22,Palace,1579,4.8,3.8,268,Yes,None,Historical,Morning
6695,Western,Maharashtra,Sangli,33,Mosque,1691,2.4,4.4,405,Yes,None,Religious,Afternoon
6696,Northern,Gujarat,Jharsuguda,6,Market,1533,2.6,4.8,271,Yes,None,Local,Morning
6697,Northern,Kerala,Bargarh,45,Garden,1624,2.6,4.2,465,No,None,Scenic,Afternoon
6698,Southern,Kerala,Koraput,20,Market,1867,2.1,3.2,343,Yes,Many,Recreational,Morning
6699,Southern,Delhi,Faizabad,35,Garden,1545,3.3,3.5,238,Yes,Many,Local,Morning
6700,Eastern,Gujarat,Latur,8,Monument,1640,3.7,4.4,468,No,None,Recreational,Afternoon
6701,Western,Maharashtra,Gulbarga,11,Mosque,1591,2.3,3.6,330,Yes,Few,Historical,Evening
6702,Northern,Uttar Pradesh,Hisar,15,Palace,1624,4.0,3.7,384,Yes,Few,Recreational,Morning
6703,Northern,Delhi,Barasat,1,Beach,2000,2.9,4.7,378,Yes,Few,Local,Afternoon
6704,Northern,West Bengal,Barasat,37,Garden,1573,4.4,4.7,245,No,Few,Historical,Morning
6705,Western,Gujarat,Shivamogga,44,Garden,1603,3.4,3.1,299,Yes,Few,Religious,Afternoon
6706,Northern,Uttar Pradesh,Jalna,19,Palace,1924,2.2,4.0,431,Yes,Few,Scenic,Morning
6707,Western,Kerala,Balasore,34,Palace,1992,4.8,4.7,431,No,Few,Historical,Evening
6708,Western,Delhi,Malda,47,Beach,1644,3.4,3.8,332,Yes,None,Scenic,Morning
6709,Eastern,Delhi,Panipat,45,Monument,1990,4.2,4.5,300,No,Few,Recreational,Afternoon
6710,Northern,West Bengal,Koraput,24,Park,1778,2.9,3.2,240,No,Many,Scenic,Evening
6711,Eastern,Uttar Pradesh,Anand,16,Mosque,1511,4.4,4.3,494,Yes,None,Local,Afternoon
6712,Eastern,Karnataka,Alappuzha,3,Park,1527,3.8,3.5,459,Yes,Many,Scenic,Evening
6713,Northern,Karnataka,Kharagpur,10,Garden,1795,3.3,3.7,243,Yes,Many,Recreational,Evening
6714,Northern,Odisha,Balasore,4,Market,1990,2.7,4.3,209,No,Few,Local,Afternoon
6715,Southern,Odisha,Barasat,42,Garden,1885,2.1,3.1,432,Yes,None,Religious,Afternoon
6716,Northern,Kerala,Kharagpur,22,Garden,1524,3.2,4.0,258,Yes,Many,Historical,Afternoon
6717,Northern,Uttar Pradesh,Jalna,4,Monument,1691,2.4,3.0,267,No,Few,Local,Afternoon
6718,Western,Gujarat,Sangli,29,Market,1609,3.2,3.4,384,Yes,None,Religious,Morning
6719,Eastern,Maharashtra,Amravati,9,Palace,2003,4.5,4.8,390,Yes,Few,Recreational,Morning
6720,Western,Uttar Pradesh,Agra,23,Palace,1538,2.6,3.4,395,Yes,Many,Local,Evening
6721,Eastern,Uttar Pradesh,Mathura,11,Mosque,1859,2.3,3.3,444,No,Few,Historical,Morning
6722,Southern,Maharashtra,Bareilly,48,Garden,1966,2.8,3.8,487,Yes,Many,Recreational,Evening
6723,Western,Maharashtra,Mysuru,9,Mosque,1668,4.7,3.6,278,Yes,None,Historical,Afternoon
6724,Northern,Karnataka,Navsari,31,Beach,1798,2.5,4.8,242,No,Few,Scenic,Afternoon
6725,Western,West Bengal,Koraput,18,Park,1520,4.9,3.3,352,Yes,Many,Local,Afternoon
6726,Western,Gujarat,Haldia,13,Monument,1800,2.9,4.4,474,Yes,None,Religious,Morning
6727,Southern,Maharashtra,Faizabad,45,Park,1864,4.6,3.9,490,Yes,None,Scenic,Morning
6728,Western,Karnataka,Mathura,36,Garden,1977,2.2,4.8,343,No,None,Scenic,Afternoon
6729,Eastern,Kerala,Bargarh,26,Monument,1911,4.7,4.4,478,Yes,Few,Recreational,Evening
6730,Western,Delhi,Krishnanagar,20,Garden,1829,3.0,3.7,223,No,None,Religious,Morning
6731,Northern,Gujarat,Sangli,49,Mosque,1731,2.2,3.5,204,Yes,Few,Religious,Morning
6732,Northern,Kerala,Etawah,16,Park,1531,2.8,3.8,223,Yes,None,Religious,Evening
6733,Eastern,Karnataka,Shivamogga,6,Mosque,1755,2.4,3.0,228,No,Many,Local,Afternoon
6734,Eastern,West Bengal,Palakkad,16,Beach,1859,4.5,4.9,496,Yes,Few,Religious,Morning
6735,Eastern,Kerala,Shivamogga,17,Monument,1967,3.1,3.5,294,Yes,Few,Historical,Evening
6736,Eastern,Gujarat,Koraput,33,Palace,1963,5.0,3.0,241,No,Few,Historical,Evening
6737,Eastern,Kerala,Balasore,41,Garden,1730,2.7,4.7,323,Yes,Many,Scenic,Afternoon
6738,Northern,Maharashtra,Barasat,30,Beach,1953,2.6,4.0,315,Yes,Few,Religious,Afternoon
6739,Western,Uttar Pradesh,Alappuzha,29,Mosque,1809,4.9,4.5,358,No,Many,Scenic,Afternoon
6740,Western,Delhi,Kottayam,31,Monument,1592,4.7,4.6,286,Yes,None,Recreational,Afternoon
6741,Western,Gujarat,Haldia,12,Mosque,1591,2.7,4.1,298,Yes,None,Scenic,Afternoon
6742,Eastern,West Bengal,Gulbarga,20,Palace,1878,4.6,4.6,493,No,Few,Religious,Afternoon
6743,Western,Odisha,Shivamogga,13,Monument,1856,3.9,4.2,349,Yes,Many,Recreational,Evening
6744,Eastern,Gujarat,Jalna,31,Monument,1851,2.8,4.5,376,Yes,Many,Religious,Afternoon
6745,Southern,Uttar Pradesh,Akola,28,Monument,1574,5.0,4.8,225,No,Few,Religious,Evening
6746,Western,Maharashtra,Jalna,11,Market,1515,3.8,3.8,438,No,None,Scenic,Evening
6747,Northern,Karnataka,Koraput,19,Mosque,1753,2.1,4.0,291,Yes,None,Local,Afternoon
6748,Eastern,Karnataka,Jalna,8,Park,1506,4.4,3.7,257,Yes,Few,Historical,Afternoon
6749,Northern,Uttar Pradesh,Pattamundai,38,Palace,1914,4.7,4.0,309,No,None,Scenic,Afternoon
6750,Northern,Karnataka,Bareilly,24,Park,1614,3.3,4.5,485,Yes,None,Religious,Morning
6751,Western,Delhi,Chandrapur,43,Garden,1627,3.7,3.0,396,Yes,Many,Local,Evening
6752,Southern,Odisha,Balasore,19,Market,1854,3.6,3.9,336,Yes,Many,Historical,Afternoon
6753,Northern,Kerala,Agra,19,Beach,1785,3.1,3.8,361,No,Few,Historical,Evening
6754,Northern,Kerala,Balasore,17,Monument,1747,3.0,3.8,430,Yes,Many,Local,Afternoon
6755,Eastern,Karnataka,Shivamogga,18,Park,1811,3.7,3.4,338,No,Few,Historical,Morning
6756,Southern,Delhi,Kasaragod,6,Garden,1684,2.8,3.7,315,No,None,Historical,Evening
6757,Northern,Kerala,Raichur,22,Beach,1684,4.0,4.9,429,Yes,None,Religious,Afternoon
6758,Western,Uttar Pradesh,Barasat,11,Palace,1883,3.5,4.0,386,Yes,Many,Religious,Afternoon
6759,Northern,Uttar Pradesh,Basti,25,Mosque,1696,2.4,3.9,280,Yes,Few,Religious,Afternoon
6760,Southern,Odisha,Kasaragod,1,Palace,1572,2.2,4.9,216,No,None,Recreational,Morning
6761,Southern,Odisha,Idukki,19,Park,2001,2.4,3.7,486,Yes,Many,Historical,Morning
6762,Northern,Uttar Pradesh,Patan,18,Mosque,1649,2.5,4.8,251,No,Few,Recreational,Evening
6763,Eastern,Uttar Pradesh,Brahmapur,31,Monument,1688,4.3,4.1,228,No,None,Religious,Evening
6764,Eastern,Maharashtra,Gulbarga,11,Palace,1746,2.3,3.8,320,Yes,None,Scenic,Afternoon
6765,Southern,Karnataka,Gulbarga,1,Mosque,1573,2.4,4.0,399,No,None,Historical,Evening
6766,Northern,Maharashtra,Agra,21,Mosque,1605,3.9,3.1,367,No,Many,Scenic,Evening
6767,Northern,Delhi,Jalna,10,Beach,1959,3.4,3.4,248,Yes,Few,Local,Evening
6768,Northern,Maharashtra,Thrissur,30,Park,1668,4.1,4.0,259,Yes,Few,Local,Afternoon
6769,Southern,West Bengal,Latur,42,Beach,1891,2.9,3.1,403,Yes,Few,Historical,Afternoon
6770,Southern,West Bengal,Bargarh,27,Monument,1582,4.4,3.4,210,No,Many,Recreational,Morning
6771,Eastern,Uttar Pradesh,Mysuru,46,Beach,1739,4.4,3.2,332,Yes,Many,Religious,Evening
6772,Western,West Bengal,Sonipat,23,Market,1692,3.6,4.3,282,No,Few,Religious,Evening
6773,Western,Delhi,Mehsana,7,Park,1720,3.4,4.9,291,No,None,Scenic,Morning
6774,Southern,Kerala,Barasat,34,Mosque,1598,3.1,3.8,288,Yes,Many,Historical,Afternoon
6775,Southern,Karnataka,Pathanamthitta,4,Garden,1818,3.1,4.6,230,Yes,Few,Scenic,Morning
6776,Northern,West Bengal,Chandrapur,4,Palace,1839,2.8,4.3,446,No,None,Historical,Morning
6777,Western,West Bengal,Hassan,44,Monument,1583,3.0,3.2,468,Yes,Few,Recreational,Evening
6778,Western,Odisha,Panipat,11,Market,1735,3.7,3.9,378,No,Few,Local,Morning
6779,Northern,Kerala,Agra,27,Park,1783,3.5,4.3,214,Yes,None,Recreational,Morning
6780,Western,West Bengal,Rohtak,20,Park,1923,2.5,3.6,477,Yes,None,Historical,Afternoon
6781,Eastern,Odisha,Sangli,39,Palace,1942,4.7,4.6,414,No,None,Scenic,Afternoon
6782,Southern,Odisha,Etawah,34,Palace,1519,2.3,4.5,361,Yes,Many,Recreational,Morning
6783,Western,Karnataka,Jharsuguda,20,Mosque,1768,3.8,3.8,216,No,Few,Recreational,Evening
6784,Western,Kerala,Bahadurgarh,2,Market,1595,2.7,4.3,348,No,None,Recreational,Morning
6785,Eastern,Kerala,Navsari,45,Monument,1974,4.4,4.2,367,No,None,Historical,Evening
6786,Eastern,Karnataka,Valsad,28,Mosque,1921,4.9,3.3,328,No,Many,Local,Morning
6787,Western,Uttar Pradesh,Hisar,29,Market,1621,4.1,4.1,411,Yes,Many,Religious,Afternoon
6788,Southern,Kerala,Jhansi,44,Beach,1840,2.1,4.8,443,No,Many,Local,Morning
6789,Northern,Karnataka,Thrissur,25,Mosque,1675,4.9,3.7,328,No,None,Historical,Evening
6790,Western,Odisha,Bardhaman,2,Monument,1755,2.5,3.1,472,Yes,None,Religious,Evening
6791,Southern,Delhi,Gulbarga,28,Palace,1902,4.9,3.1,349,No,Few,Scenic,Evening
6792,Southern,Karnataka,Agra,50,Market,1593,2.2,4.4,494,Yes,Few,Local,Evening
6793,Northern,Karnataka,Chandrapur,47,Garden,1539,3.7,4.1,483,No,None,Scenic,Afternoon
6794,Western,Delhi,Morbi,10,Market,1731,2.6,4.4,378,No,None,Historical,Morning
6795,Southern,Gujarat,Anand,29,Beach,1683,3.0,4.4,372,Yes,Few,Local,Evening
6796,Western,Karnataka,Raichur,9,Garden,1749,3.4,4.7,251,No,Many,Recreational,Morning
6797,Northern,Kerala,Haldia,33,Beach,1780,3.1,3.8,297,Yes,Many,Religious,Afternoon
6798,Western,Kerala,Kottayam,36,Beach,1957,2.3,3.2,408,Yes,None,Recreational,Afternoon
6799,Northern,West Bengal,Brahmapur,17,Park,1748,4.3,3.9,242,No,Few,Local,Evening
6800,Western,Kerala,Akola,50,Market,1686,4.7,3.0,298,No,Few,Recreational,Afternoon
6801,Western,Delhi,Agra,35,Monument,1968,2.8,3.3,443,Yes,Few,Recreational,Afternoon
6802,Western,Gujarat,Jharsuguda,7,Market,1675,3.5,4.6,256,Yes,Many,Local,Morning
6803,Northern,Maharashtra,Raichur,16,Palace,1691,2.3,4.4,438,Yes,Many,Historical,Morning
6804,Northern,Maharashtra,Thrissur,33,Palace,1983,3.0,4.3,217,Yes,None,Local,Afternoon
6805,Northern,Kerala,Faizabad,24,Market,1505,3.8,3.7,267,Yes,None,Religious,Evening
6806,Western,Odisha,Panipat,37,Park,1562,4.4,4.2,470,Yes,None,Historical,Evening
6807,Eastern,Odisha,Shivamogga,28,Monument,1869,3.1,4.4,433,No,Few,Scenic,Afternoon
6808,Southern,Delhi,Bidar,30,Mosque,1656,2.9,3.7,345,No,Few,Scenic,Morning
6809,Northern,Karnataka,Valsad,14,Beach,1671,4.4,5.0,366,Yes,None,Recreational,Morning
6810,Northern,Uttar Pradesh,Bahadurgarh,25,Garden,1785,5.0,3.9,241,Yes,Many,Local,Morning
6811,Southern,Maharashtra,Kasaragod,15,Mosque,1687,3.9,4.3,411,Yes,Few,Scenic,Morning
6812,Northern,Kerala,Mehsana,29,Market,1914,4.8,3.5,318,No,None,Scenic,Afternoon
6813,Southern,Uttar Pradesh,Koraput,23,Beach,1629,3.2,4.2,273,No,Few,Religious,Afternoon
6814,Northern,West Bengal,Pathanamthitta,2,Palace,1817,2.1,3.2,310,No,Many,Local,Morning
6815,Northern,Odisha,Pattamundai,44,Palace,1784,5.0,4.7,205,Yes,Few,Scenic,Afternoon
6816,Southern,Odisha,Kasaragod,8,Mosque,1710,4.0,4.6,482,Yes,Many,Scenic,Evening
6817,Western,Maharashtra,Navsari,23,Monument,1744,2.4,4.6,285,No,Few,Religious,Evening
6818,Eastern,Maharashtra,Rayagada,11,Park,1862,3.0,4.1,418,Yes,Few,Recreational,Morning
6819,Northern,Kerala,Rayagada,14,Park,1765,2.5,4.5,233,No,None,Historical,Afternoon
6820,Southern,Kerala,Patan,49,Park,1704,4.8,4.1,200,No,None,Historical,Afternoon
6821,Western,Delhi,Brahmapur,9,Palace,1629,3.3,3.5,408,No,Many,Recreational,Morning
6822,Southern,Odisha,Bardhaman,9,Palace,1547,3.3,4.3,369,Yes,Few,Recreational,Evening
6823,Eastern,Gujarat,Rayagada,48,Mosque,2015,2.8,3.6,363,No,Few,Religious,Afternoon
6824,Eastern,Uttar Pradesh,Bardhaman,11,Mosque,2022,4.4,3.9,374,No,Many,Recreational,Morning
6825,Western,Delhi,Bardhaman,14,Market,1558,3.4,3.5,457,No,Few,Recreational,Morning
6826,Southern,Kerala,Etawah,45,Mosque,1938,2.0,5.0,336,Yes,None,Historical,Afternoon
6827,Western,Kerala,Amravati,42,Garden,1541,4.9,3.3,290,No,Few,Historical,Morning
6828,Eastern,Gujarat,Haldia,33,Garden,1976,2.7,3.2,266,No,Many,Local,Afternoon
6829,Western,Kerala,Kottayam,9,Monument,2006,3.9,3.4,353,Yes,Few,Local,Morning
6830,Northern,Maharashtra,Mathura,33,Park,1761,4.0,3.9,206,Yes,None,Recreational,Evening
6831,Western,Delhi,Etawah,22,Garden,1684,4.8,4.9,345,Yes,None,Historical,Morning
6832,Southern,Odisha,Kottayam,11,Mosque,1871,4.4,3.9,450,No,Many,Local,Afternoon
6833,Southern,West Bengal,Kasaragod,31,Beach,1596,4.6,3.2,256,No,None,Recreational,Evening
6834,Northern,Delhi,Anand,49,Mosque,1625,4.9,3.2,498,Yes,Few,Historical,Morning
6835,Eastern,Kerala,Panipat,21,Palace,1596,2.2,3.7,296,Yes,Many,Scenic,Evening
6836,Western,Delhi,Kharagpur,45,Beach,1506,3.6,3.9,401,Yes,Few,Historical,Evening
6837,Western,Odisha,Chandrapur,47,Palace,1629,3.4,4.8,254,No,Few,Scenic,Morning
6838,Southern,Gujarat,Faizabad,40,Monument,1651,4.2,3.8,206,Yes,Few,Recreational,Morning
6839,Eastern,Karnataka,Jhansi,10,Monument,1747,3.6,4.5,317,Yes,None,Recreational,Morning
6840,Eastern,Delhi,Rewari,43,Monument,1534,2.8,3.7,338,Yes,Many,Scenic,Morning
6841,Eastern,Uttar Pradesh,Panipat,37,Beach,1754,2.8,3.5,464,Yes,Few,Local,Evening
6842,Western,Maharashtra,Akola,4,Garden,1846,2.3,4.5,463,Yes,Few,Local,Morning
6843,Eastern,Kerala,Mehsana,7,Mosque,1911,4.8,4.9,270,No,Few,Recreational,Afternoon
6844,Eastern,West Bengal,Bargarh,42,Mosque,1854,2.2,3.9,352,No,Many,Recreational,Morning
6845,Southern,Maharashtra,Jamnagar,13,Market,1963,3.4,3.7,417,No,None,Historical,Evening
6846,Southern,Gujarat,Kasaragod,18,Market,1820,3.4,4.9,386,No,Few,Religious,Morning
6847,Eastern,Maharashtra,Bahadurgarh,33,Park,1680,2.7,3.0,335,No,Few,Scenic,Afternoon
6848,Eastern,Maharashtra,Etawah,15,Garden,1610,3.8,4.4,476,Yes,None,Historical,Afternoon
6849,Northern,Odisha,Anand,36,Garden,1516,3.6,3.5,473,No,Few,Local,Afternoon
6850,Northern,West Bengal,Bahadurgarh,49,Mosque,1606,3.6,4.8,326,Yes,None,Religious,Afternoon
6851,Eastern,Delhi,Bareilly,47,Beach,1729,4.7,4.4,289,No,None,Local,Morning
6852,Southern,Kerala,Etawah,24,Palace,1897,3.3,3.2,254,No,None,Scenic,Morning
6853,Eastern,Kerala,Navsari,8,Palace,1843,2.8,4.6,378,No,Many,Religious,Morning
6854,Eastern,Maharashtra,Valsad,40,Monument,1571,3.2,3.7,401,No,Few,Local,Morning
6855,Northern,West Bengal,Gulbarga,24,Park,1534,2.4,3.5,240,Yes,Few,Religious,Morning
6856,Western,Odisha,Balasore,24,Beach,1542,3.9,4.5,379,No,Many,Historical,Morning
6857,Western,Karnataka,Navsari,20,Market,1592,2.5,3.9,461,Yes,Many,Scenic,Afternoon
6858,Southern,Delhi,Malda,31,Palace,1671,2.9,4.1,456,No,None,Recreational,Evening
6859,Southern,West Bengal,Amravati,19,Market,1747,4.0,4.7,277,Yes,None,Religious,Evening
6860,Eastern,Gujarat,Pattamundai,48,Garden,1608,4.4,4.0,297,Yes,None,Scenic,Morning
6861,Northern,Maharashtra,Mehsana,38,Mosque,1662,3.7,3.8,272,No,Few,Scenic,Afternoon
6862,Eastern,Karnataka,Thrissur,8,Park,1762,4.6,3.3,254,No,Few,Local,Morning
6863,Eastern,West Bengal,Rayagada,37,Mosque,1947,4.9,3.2,267,Yes,Few,Local,Morning
6864,Northern,Kerala,Hisar,7,Mosque,1992,3.0,3.5,288,No,None,Local,Morning
6865,Eastern,West Bengal,Idukki,49,Monument,1770,4.1,4.1,271,No,Many,Recreational,Morning
6866,Northern,Kerala,Rayagada,24,Palace,1851,2.0,3.8,382,Yes,None,Recreational,Evening
6867,Southern,Gujarat,Panipat,22,Palace,1890,2.1,4.1,440,No,None,Local,Evening
6868,Western,Gujarat,Jhansi,4,Park,1530,2.4,4.9,380,No,Few,Scenic,Afternoon
6869,Western,Odisha,Etawah,39,Market,1934,4.1,3.5,349,Yes,Few,Recreational,Afternoon
6870,Northern,Uttar Pradesh,Kharagpur,49,Mosque,1799,2.2,4.9,397,Yes,None,Scenic,Evening
6871,Western,Odisha,Barasat,3,Monument,1883,2.3,4.2,428,Yes,Many,Scenic,Morning
6872,Northern,Karnataka,Bardhaman,20,Park,1622,2.7,4.8,256,Yes,Few,Scenic,Afternoon
6873,Eastern,Karnataka,Mysuru,36,Monument,1741,3.8,4.1,428,No,Many,Recreational,Afternoon
6874,Western,West Bengal,Jhansi,35,Garden,1950,3.6,4.6,479,Yes,Few,Religious,Afternoon
6875,Northern,West Bengal,Koraput,11,Beach,1790,4.6,3.4,483,No,Few,Local,Afternoon
6876,Western,Maharashtra,Saharanpur,2,Garden,1870,4.7,3.2,435,No,Many,Recreational,Evening
6877,Southern,Maharashtra,Idukki,49,Mosque,1633,3.6,4.3,398,No,Few,Religious,Evening
6878,Eastern,West Bengal,Krishnanagar,47,Market,2013,2.6,4.2,216,Yes,Many,Scenic,Evening
6879,Eastern,Delhi,Rayagada,34,Palace,1776,4.3,4.2,240,Yes,Many,Local,Evening
6880,Northern,Delhi,Agra,10,Beach,1594,2.8,4.4,313,Yes,Many,Local,Evening
6881,Southern,Karnataka,Chandrapur,19,Market,2017,2.9,4.7,221,No,Few,Recreational,Afternoon
6882,Eastern,West Bengal,Jharsuguda,15,Beach,1689,4.1,3.7,323,No,None,Recreational,Evening
6883,Eastern,Kerala,Kasaragod,44,Palace,1974,2.0,3.6,222,Yes,Few,Historical,Morning
6884,Western,Maharashtra,Pathanamthitta,12,Mosque,1837,3.6,4.0,235,No,Many,Scenic,Morning
6885,Southern,Gujarat,Agra,7,Palace,1596,4.2,4.7,316,No,Few,Local,Evening
6886,Eastern,West Bengal,Hassan,13,Park,1967,3.8,3.2,337,No,None,Religious,Morning
6887,Western,Delhi,Kottayam,28,Palace,1971,4.1,3.2,428,Yes,Few,Scenic,Morning
6888,Western,Odisha,Basti,42,Market,1675,3.6,4.0,293,Yes,None,Local,Afternoon
6889,Eastern,Maharashtra,Rayagada,6,Park,1619,3.3,3.5,448,No,Many,Scenic,Afternoon
6890,Eastern,Uttar Pradesh,Balasore,14,Park,1976,4.6,4.0,223,No,None,Religious,Evening
6891,Northern,Karnataka,Koraput,22,Monument,1697,4.7,3.9,277,No,Few,Scenic,Afternoon
6892,Northern,Gujarat,Raichur,14,Monument,1729,2.5,4.1,259,Yes,Few,Historical,Afternoon
6893,Western,Karnataka,Agra,41,Monument,1953,3.8,3.1,335,No,Few,Scenic,Evening
6894,Western,Gujarat,Anand,10,Mosque,1843,4.5,3.5,315,No,None,Scenic,Evening
6895,Southern,West Bengal,Hassan,6,Beach,1558,4.0,4.5,399,Yes,None,Recreational,Afternoon
6896,Western,Gujarat,Sonipat,39,Beach,1947,4.1,3.5,498,Yes,Few,Recreational,Morning
6897,Southern,West Bengal,Bardhaman,17,Mosque,1886,2.7,3.9,381,Yes,Few,Recreational,Afternoon
6898,Eastern,Odisha,Faizabad,24,Market,1563,2.3,4.8,254,No,None,Scenic,Evening
6899,Southern,Maharashtra,Thrissur,4,Mosque,1751,4.3,4.5,286,No,None,Scenic,Morning
6900,Southern,Karnataka,Amravati,47,Park,1583,2.7,3.2,248,No,Many,Historical,Afternoon
6901,Western,Maharashtra,Malda,19,Park,1781,2.2,4.0,430,Yes,Few,Historical,Evening
6902,Southern,Karnataka,Pattamundai,2,Palace,1955,3.1,4.4,256,No,None,Local,Morning
6903,Eastern,Kerala,Kasaragod,49,Beach,1714,4.2,3.8,467,No,None,Scenic,Afternoon
